status_account,month_duration,credit_history,status_savings,years_employment,payment_to_income_ratio,residence_since,age,other_installment_plans,housing,n_credits,job,n_guarantors,telephone,is_foreign_worker,target,sex,marital_status,age_group,loan_burden,risk_combo,financial_health,employment_stability,has_collateral,credit_amount_log,loan_to_income_proxy,purpose_risk,total_credit_exposure
no_checking,9,current_paid,unknown,Expert,1,4,64,none,own,1,unskilled,1,no,yes,1,male,single,adults,425.77777777777777,3,2.2,1.6,0,8.251403065380556,425.77777777777777,high_risk,1
negative,24,current_paid,very_low,Mid-Level,2,4,28,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,152.5,6,1.4,2.4000000000000004,1,8.205491613120236,305.0,low_risk,2
negative,18,all_paid_here,very_low,Mid-Level,4,3,44,bank,own,1,skilled,1,no,yes,0,male,single,adults,86.27777777777777,8,1.4,2.4000000000000004,1,7.348587530927593,345.1111111111111,medium_risk,4
low_balance,15,current_paid,unknown,Junior,4,1,23,none,own,1,skilled,1,no,yes,1,male,single,young,96.26666666666667,5,1.6,2.4000000000000004,1,7.275864600546533,385.06666666666666,low_risk,4
no_checking,9,current_paid,very_low,Junior,2,2,19,none,rent,2,skilled,1,no,yes,0,female,divorced/separated/married,young,220.0,3,2.6,2.4000000000000004,1,7.591357046698551,440.0,medium_risk,4
low_balance,24,current_paid,very_low,Junior,3,4,25,none,own,1,unskilled,1,yes,yes,0,female,divorced/separated/married,mid_young,56.458333333333336,5,2.0,1.6,1,7.212294468500341,169.375,medium_risk,3
no_checking,12,current_paid,very_low,Expert,4,4,47,bank,own,3,skilled,2,yes,yes,1,male,single,adults,116.08333333333333,3,2.6,2.4000000000000004,1,7.2399325913204695,464.3333333333333,high_risk,12
no_checking,24,current_paid,medium,Senior,4,1,28,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,57.333333333333336,3,3.4,2.4000000000000004,1,7.227662498728655,229.33333333333334,low_risk,4
no_checking,60,delayed_past,very_low,Senior,2,4,21,none,own,2,skilled,1,yes,yes,1,male,single,young,260.8833333333333,3,2.6,2.4000000000000004,1,9.658481754364784,521.7666666666667,low_risk,4
no_checking,12,current_paid,very_low,Junior,4,3,34,none,own,1,skilled,2,no,yes,1,female,divorced/separated/married,mid_young,124.41666666666667,3,2.6,2.4000000000000004,1,7.309212365692763,497.6666666666667,low_risk,4
negative,42,delayed_past,very_low,Senior,3,2,26,bank,own,2,skilled,2,yes,yes,0,male,single,mid_young,104.04761904761905,6,1.4,2.4000000000000004,1,8.382747094863314,312.14285714285717,low_risk,6
negative,18,current_paid,very_low,unemployed,4,1,27,none,own,1,unemployed,1,no,yes,0,female,divorced/separated/married,mid_young,41.666666666666664,6,1.4,0.0,0,6.621405651764134,166.66666666666666,high_risk,4
low_balance,15,current_paid,very_low,Expert,4,4,38,none,own,2,unskilled,1,no,yes,1,male,single,adults,87.2,5,2.0,1.6,1,7.1770187659099,348.8,medium_risk,8
no_checking,15,current_paid,low,Mid-Level,3,2,40,none,own,1,management,1,yes,yes,0,male,single,adults,308.2,3,3.0,2.8,1,8.439015410352214,924.5999999999999,high_risk,3
no_checking,24,critical_other,very_low,Senior,4,2,33,none,own,2,skilled,1,yes,yes,1,male,married/widowed,mid_young,77.125,2,2.6,2.4000000000000004,1,7.524021415206125,308.5,low_risk,8
negative,18,critical_other,very_low,Senior,4,1,32,none,own,2,management,1,yes,yes,1,male,married/widowed,mid_young,104.44444444444444,5,1.4,2.8,1,7.53955882930103,417.77777777777777,low_risk,8
no_checking,36,delayed_past,unknown,Junior,4,4,27,none,rent,2,skilled,1,yes,yes,0,male,single,mid_young,221.66666666666666,3,2.2,2.4000000000000004,1,8.984818995876008,886.6666666666666,high_risk,8
negative,30,no_credits,very_low,Mid-Level,2,2,32,none,own,2,skilled,1,no,yes,1,male,divorced/separated,mid_young,152.76666666666668,9,1.4,2.4000000000000004,0,8.430327258394575,305.53333333333336,medium_risk,4
no_checking,12,current_paid,medium,Mid-Level,2,2,26,none,own,1,skilled,1,no,yes,0,female,divorced/separated/married,mid_young,115.5,3,3.4,2.4000000000000004,1,7.234898420314831,231.0,medium_risk,2
high_balance,24,current_paid,very_low,Senior,4,3,38,bank,for free,1,skilled,2,no,yes,0,male,single,adults,39.458333333333336,4,3.2,2.4000000000000004,1,6.854354502255021,157.83333333333334,medium_risk,4
negative,12,current_paid,very_low,Mid-Level,4,4,40,none,rent,1,unskilled,2,no,yes,0,male,single,adults,57.0,6,1.4,1.6,1,6.529418838262226,228.0,high_risk,4
negative,48,current_paid,very_low,Senior,4,1,50,none,for free,1,management,1,yes,yes,1,male,single,adults,155.75,6,1.4,2.8,1,8.919586920999915,623.0,high_risk,4
low_balance,12,current_paid,very_low,Mid-Level,4,2,37,none,own,1,unskilled,1,no,yes,0,male,single,adults,160.16666666666666,5,2.0,1.6,1,7.56164174558878,640.6666666666666,medium_risk,4
negative,24,current_paid,very_low,Expert,4,1,45,none,own,1,skilled,1,no,yes,0,male,single,adults,95.95833333333333,6,1.4,2.4000000000000004,0,7.742402021815781,383.8333333333333,medium_risk,4
low_balance,36,delayed_past,low,Expert,2,4,42,none,own,4,management,1,yes,yes,0,male,single,adults,224.61111111111111,5,2.4,2.8,1,8.998013113095823,449.22222222222223,medium_risk,8
no_checking,24,critical_other,very_low,Senior,4,3,35,none,own,2,skilled,1,yes,yes,1,male,single,adults,97.75,2,2.6,2.4000000000000004,1,7.760893195851024,391.0,low_risk,8
negative,14,current_paid,very_low,unemployed,1,4,22,none,for free,1,skilled,1,no,yes,1,male,single,young,283.7857142857143,6,1.4,2.0999999999999996,1,8.287528423111763,283.7857142857143,medium_risk,1
low_balance,12,current_paid,very_low,Expert,4,4,41,bank,own,1,unskilled,2,no,yes,0,male,single,adults,74.0,5,2.0,1.6,1,6.790097235513905,296.0,medium_risk,4
no_checking,48,current_paid,unknown,Senior,4,3,37,stores,own,1,skilled,1,yes,yes,1,male,single,adults,212.95833333333334,3,2.2,2.4000000000000004,1,9.232395362757014,851.8333333333334,low_risk,4
low_balance,30,no_credits,very_low,Mid-Level,2,1,28,none,own,2,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,140.7,8,2.0,2.4000000000000004,1,8.348064228408266,281.4,high_risk,4
low_balance,18,critical_other,very_low,Expert,2,1,41,none,own,1,skilled,1,yes,yes,1,male,single,adults,353.3888888888889,4,2.0,2.4000000000000004,1,8.758098072309089,706.7777777777778,medium_risk,2
high_balance,12,current_paid,very_low,Mid-Level,3,4,23,none,rent,1,skilled,1,no,yes,1,male,married/widowed,young,108.08333333333333,4,3.2,2.4000000000000004,0,7.168579897264035,324.25,low_risk,3
negative,12,current_paid,unknown,Mid-Level,4,2,23,none,own,1,skilled,1,no,yes,0,male,married/widowed,young,75.0,6,1.0,2.4000000000000004,1,6.803505257608338,300.0,medium_risk,4
no_checking,21,current_paid,very_low,Expert,4,2,50,none,own,2,skilled,1,no,yes,1,male,single,adults,106.71428571428571,3,2.6,2.4000000000000004,0,7.715123603632105,426.85714285714283,medium_risk,8
low_balance,6,delayed_past,very_low,unemployed,4,1,35,stores,own,2,management,1,yes,yes,1,male,single,adults,175.0,5,2.0,2.8,1,6.957497370876951,700.0,medium_risk,8
high_balance,6,critical_other,very_low,Mid-Level,2,4,50,none,own,1,unskilled,1,no,yes,1,female,divorced/separated/married,adults,174.5,3,3.2,1.6,1,6.954638864880987,349.0,high_risk,2
no_checking,24,critical_other,very_low,unemployed,4,2,27,bank,own,2,management,1,yes,yes,1,male,single,mid_young,263.0833333333333,2,2.6,2.8,1,8.750683034784592,1052.3333333333333,medium_risk,8
low_balance,30,all_paid_here,high,Mid-Level,4,2,34,stores,own,1,skilled,2,yes,yes,1,male,single,mid_young,116.53333333333333,7,3.2,2.4000000000000004,1,8.159660737063376,466.1333333333333,medium_risk,4
no_checking,48,all_paid_here,very_low,Mid-Level,1,1,27,stores,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,75.1875,5,2.6,2.4000000000000004,0,8.191463051326927,75.1875,high_risk,1
negative,12,critical_other,very_low,Expert,3,4,43,none,rent,2,skilled,1,yes,yes,0,male,single,adults,403.5833333333333,5,1.4,2.4000000000000004,1,8.485496104672983,1210.75,medium_risk,6
high_balance,30,critical_other,very_low,Expert,4,4,47,none,own,1,skilled,1,no,yes,1,male,single,adults,100.56666666666666,3,3.2,2.4000000000000004,1,8.012349639327795,402.26666666666665,low_risk,4
no_checking,24,critical_other,low,Mid-Level,3,3,27,none,own,2,unskilled,1,yes,yes,1,male,single,mid_young,172.45833333333334,2,3.0,1.6,1,8.32845106681936,517.375,high_risk,6
no_checking,36,current_paid,low,Senior,2,2,31,none,own,2,skilled,1,yes,yes,1,male,single,mid_young,159.5,3,3.0,2.4000000000000004,1,8.655737000864297,319.0,high_risk,4
no_checking,60,current_paid,very_low,Expert,2,4,42,none,own,1,management,1,yes,yes,1,male,single,adults,172.76666666666668,3,2.6,2.8,1,9.246382963323112,345.53333333333336,medium_risk,2
no_checking,6,critical_other,medium,Mid-Level,1,2,24,none,own,1,skilled,1,no,yes,1,male,married/widowed,young,346.6666666666667,2,3.4,2.4000000000000004,1,7.640603826393634,346.6666666666667,medium_risk,1
no_checking,21,delayed_past,medium,Junior,4,2,41,bank,own,1,unskilled,2,no,yes,0,male,single,adults,122.85714285714286,3,3.4,1.6,0,7.855932199718614,491.42857142857144,high_risk,4
no_checking,30,critical_other,very_low,Senior,4,4,26,none,rent,1,management,1,yes,yes,1,female,divorced/separated/married,mid_young,151.0,2,2.6,2.8,1,8.418697944667139,604.0,low_risk,4
no_checking,24,critical_other,very_low,Expert,4,4,33,none,own,1,skilled,1,yes,yes,1,male,single,mid_young,214.58333333333334,2,2.6,2.4000000000000004,1,8.546946149565585,858.3333333333334,medium_risk,4
low_balance,72,current_paid,low,Mid-Level,2,2,24,none,own,1,skilled,1,no,yes,0,male,married/widowed,young,77.70833333333333,5,2.4,2.4000000000000004,1,8.629807335785372,155.41666666666666,low_risk,2
negative,24,current_paid,very_low,Expert,4,4,64,bank,rent,1,unskilled,1,no,yes,1,male,single,adults,99.33333333333333,6,1.4,1.6,0,7.776954403322442,397.3333333333333,low_risk,4
no_checking,18,current_paid,very_low,Junior,3,1,26,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,80.72222222222223,3,2.6,2.4000000000000004,0,7.282073658093465,242.16666666666669,low_risk,3
no_checking,6,current_paid,very_low,Junior,1,2,56,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,adults,256.3333333333333,3,2.6,2.4000000000000004,1,7.338888133838879,256.3333333333333,high_risk,1
no_checking,12,current_paid,unknown,Mid-Level,4,4,37,none,for free,1,skilled,1,yes,yes,1,male,single,adults,189.91666666666666,3,2.2,2.4000000000000004,1,7.731930721948486,759.6666666666666,low_risk,4
no_checking,15,delayed_past,very_low,Mid-Level,4,3,33,bank,own,2,skilled,1,no,yes,1,male,married/widowed,mid_young,98.53333333333333,3,2.6,2.4000000000000004,0,7.2991214627108,394.1333333333333,low_risk,8
no_checking,24,critical_other,very_low,Junior,3,3,47,none,for free,3,skilled,1,yes,yes,1,male,married/widowed,adults,212.625,2,2.6,2.4000000000000004,1,8.537779825024625,637.875,low_risk,9
low_balance,36,delayed_past,low,Senior,1,3,31,none,own,2,unskilled,2,yes,yes,1,male,single,mid_young,273.80555555555554,5,2.4,1.6,1,9.196038587265322,273.80555555555554,high_risk,2
no_checking,60,current_paid,unknown,Mid-Level,4,4,34,none,for free,1,skilled,2,yes,yes,1,male,single,mid_young,108.78333333333333,3,2.2,2.4000000000000004,1,8.783855896643942,435.1333333333333,medium_risk,4
high_balance,10,critical_other,unknown,Senior,4,2,27,none,own,2,skilled,1,yes,yes,1,male,single,mid_young,134.7,3,2.8,2.4000000000000004,1,7.206377291472252,538.8,low_risk,8
low_balance,36,delayed_past,low,Expert,4,3,30,none,for free,1,skilled,1,no,yes,1,male,single,mid_young,79.5,5,2.4,2.4000000000000004,1,7.959625305098115,318.0,medium_risk,4
no_checking,9,current_paid,low,Expert,3,4,35,none,own,1,skilled,1,yes,yes,1,male,single,adults,305.8888888888889,3,3.0,2.4000000000000004,1,7.9208096792886,917.6666666666667,low_risk,3
negative,12,current_paid,high,Mid-Level,1,3,31,none,own,1,skilled,2,no,yes,1,male,single,mid_young,304.25,6,2.6,2.4000000000000004,1,8.20303024171486,304.25,medium_risk,1
negative,15,critical_other,very_low,Mid-Level,2,3,25,none,own,2,skilled,1,no,yes,1,male,divorced/separated,mid_young,65.0,5,1.4,2.4000000000000004,1,6.883462586413092,130.0,medium_risk,4
low_balance,15,current_paid,low,Mid-Level,3,2,25,none,own,1,unskilled,1,no,yes,1,female,divorced/separated/married,mid_young,175.4,5,2.4,1.6,0,7.875499292445208,526.2,medium_risk,3
low_balance,24,current_paid,low,Junior,2,1,29,none,own,1,skilled,1,no,yes,1,male,single,mid_young,120.66666666666667,5,2.4,2.4000000000000004,1,7.9714309977693505,241.33333333333334,low_risk,2
negative,6,critical_other,unknown,Junior,1,3,44,none,own,2,unskilled,2,no,yes,1,male,single,adults,786.0,5,1.0,1.6,0,8.458928283284262,786.0,medium_risk,2
no_checking,24,current_paid,very_low,Senior,4,2,28,none,own,1,skilled,1,yes,yes,1,male,single,mid_young,95.16666666666667,3,2.6,2.4000000000000004,1,7.734121303328305,380.6666666666667,low_risk,4
no_checking,6,current_paid,medium,Mid-Level,2,4,50,none,rent,1,skilled,1,no,yes,1,male,single,adults,206.0,3,3.4,2.4000000000000004,1,7.1204443723924875,412.0,low_risk,2
low_balance,12,current_paid,very_low,Senior,4,3,29,none,own,2,skilled,1,no,no,1,male,single,mid_young,91.91666666666667,5,2.0,2.4000000000000004,0,7.00669522683704,367.6666666666667,low_risk,8
no_checking,12,critical_other,very_low,unemployed,1,2,38,none,own,1,unemployed,1,no,yes,1,female,divorced/separated/married,adults,77.16666666666667,2,2.6,0.0,1,6.831953565565855,77.16666666666667,medium_risk,1
no_checking,18,critical_other,very_low,Mid-Level,4,2,24,none,own,2,skilled,1,no,yes,1,male,single,young,100.0,2,2.6,2.4000000000000004,1,7.496097345175956,400.0,low_risk,8
high_balance,15,current_paid,very_low,Expert,4,4,40,none,rent,1,management,1,yes,yes,1,male,single,adults,127.0,4,3.2,2.8,1,7.552762084214147,508.0,high_risk,4
no_checking,12,current_paid,medium,Mid-Level,4,4,29,none,rent,1,unskilled,1,no,yes,0,female,divorced/separated/married,mid_young,93.58333333333333,3,3.4,1.6,1,7.024649030453636,374.3333333333333,medium_risk,4
negative,48,critical_other,very_low,Expert,4,4,46,none,for free,2,skilled,1,yes,yes,0,male,single,adults,131.89583333333334,5,1.4,2.4000000000000004,1,8.753371421000903,527.5833333333334,low_risk,8
high_balance,24,current_paid,low,Expert,4,2,47,none,for free,1,skilled,1,yes,yes,1,female,divorced/separated/married,adults,57.375,4,3.6,2.4000000000000004,1,7.228388451573604,229.5,low_risk,4
low_balance,30,delayed_past,low,Expert,4,2,41,stores,own,2,skilled,1,no,yes,1,male,single,adults,83.43333333333334,5,2.4,2.4000000000000004,1,7.825644732219989,333.73333333333335,high_risk,8
low_balance,27,current_paid,very_low,Junior,4,1,32,none,own,1,skilled,2,yes,yes,1,female,divorced/separated/married,mid_young,93.62962962962963,5,2.0,2.4000000000000004,1,7.835579246669965,374.51851851851853,high_risk,4
no_checking,15,current_paid,medium,Expert,1,4,35,none,for free,1,skilled,1,no,yes,1,female,divorced/separated/married,adults,354.93333333333334,3,3.4,2.4000000000000004,1,8.580167990577626,354.93333333333334,medium_risk,1
low_balance,48,current_paid,low,Senior,3,2,24,none,own,1,skilled,1,no,yes,0,male,single,young,136.66666666666666,5,2.4,2.4000000000000004,1,8.788898309344878,410.0,medium_risk,3
low_balance,12,no_credits,very_low,Junior,4,3,25,none,rent,2,skilled,1,no,yes,0,female,divorced/separated/married,mid_young,247.41666666666666,8,2.0,2.4000000000000004,1,7.996317231796746,989.6666666666666,medium_risk,8
low_balance,9,current_paid,very_low,Expert,4,4,25,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,134.0,5,2.0,2.4000000000000004,0,7.095893221097532,536.0,low_risk,4
low_balance,9,current_paid,very_low,Mid-Level,2,2,37,none,own,1,unskilled,2,no,yes,1,male,single,adults,235.33333333333334,5,2.0,1.6,0,7.6586995582682995,470.6666666666667,low_risk,2
no_checking,18,critical_other,medium,Expert,4,3,32,bank,own,2,management,1,yes,yes,1,male,single,mid_young,34.94444444444444,2,3.4,2.8,1,6.4457198193855785,139.77777777777777,low_risk,8
negative,6,all_paid_here,very_low,Expert,4,4,35,none,for free,1,skilled,1,no,yes,0,female,divorced/separated/married,adults,199.66666666666666,8,1.4,2.4000000000000004,1,7.089243155027514,798.6666666666666,high_risk,4
no_checking,21,current_paid,unknown,Expert,4,4,46,none,own,1,management,1,yes,yes,1,male,single,adults,117.9047619047619,3,2.2,2.8,0,7.814803429489359,471.6190476190476,low_risk,4
negative,9,critical_other,very_low,Mid-Level,4,4,25,none,own,2,unskilled,1,no,yes,1,male,single,mid_young,126.44444444444444,5,1.4,1.6,0,7.037905963447182,505.77777777777777,low_risk,8
low_balance,60,current_paid,very_low,Senior,4,2,27,none,own,1,management,1,yes,yes,0,male,single,mid_young,233.78333333333333,5,2.0,2.8,1,9.548810611260068,935.1333333333333,medium_risk,4
no_checking,30,critical_other,unknown,Expert,1,4,63,none,own,2,skilled,1,no,yes,1,male,single,adults,253.2,2,2.2,2.4000000000000004,1,8.935508711503221,253.2,low_risk,2
no_checking,30,critical_other,unknown,Expert,3,2,40,none,own,2,skilled,2,yes,yes,1,male,single,adults,102.56666666666666,2,2.2,2.4000000000000004,1,8.032035314398824,307.7,low_risk,6
no_checking,18,current_paid,very_low,Mid-Level,4,2,32,none,for free,1,management,1,yes,yes,1,male,single,mid_young,83.61111111111111,3,2.6,2.8,1,7.317212408359839,334.44444444444446,low_risk,4
high_balance,24,critical_other,unknown,Mid-Level,3,2,31,none,own,2,skilled,1,yes,yes,1,male,single,mid_young,131.16666666666666,3,2.8,2.4000000000000004,1,8.054840221101024,393.5,low_risk,6
low_balance,20,no_credits,low,Expert,3,4,31,bank,own,2,skilled,1,yes,yes,1,male,married/widowed,mid_young,307.4,8,2.4,2.4000000000000004,1,8.724044745953469,922.1999999999999,low_risk,6
high_balance,9,no_credits,very_low,Junior,4,2,34,none,own,2,management,1,yes,yes,0,male,single,mid_young,148.55555555555554,7,3.2,2.8,1,7.198931240688173,594.2222222222222,low_risk,8
low_balance,6,all_paid_here,high,Junior,4,2,24,bank,rent,1,skilled,2,no,yes,0,female,divorced/separated/married,young,72.16666666666667,7,3.2,2.4000000000000004,1,6.073044534100405,288.6666666666667,high_risk,4
negative,12,current_paid,very_low,Mid-Level,4,2,24,none,own,1,unskilled,1,no,yes,0,female,divorced/separated/married,young,102.33333333333333,6,1.4,1.6,0,7.113956109566034,409.3333333333333,medium_risk,4
low_balance,9,current_paid,medium,Mid-Level,4,3,66,none,own,1,unskilled,1,no,yes,1,female,divorced/separated/married,adults,87.77777777777777,5,2.8,1.6,0,6.673297967767654,351.1111111111111,low_risk,4
no_checking,27,current_paid,very_low,Mid-Level,3,3,21,none,rent,1,skilled,1,no,yes,0,female,divorced/separated/married,young,95.18518518518519,3,2.6,2.4000000000000004,0,7.852050207265889,285.55555555555554,medium_risk,3
no_checking,6,critical_other,high,Mid-Level,2,2,41,bank,own,2,unskilled,1,no,yes,1,female,divorced/separated/married,adults,41.666666666666664,2,3.8,1.6,0,5.5254529391317835,83.33333333333333,medium_risk,4
no_checking,15,critical_other,medium,Mid-Level,2,2,47,none,own,2,unskilled,1,no,yes,1,male,married/widowed,adults,87.73333333333333,2,3.4,1.6,1,7.183111701743281,175.46666666666667,low_risk,4
